,explained_event_id,event_ids,event_importances,original_score,oracle_calls,candidate_size,candidates,sparsity,fidelity,best fidelity,oracle_call_duration,explanation_duration,init_duration,total_duration
0,6825,"[5455, 5791, 5275, 5468, 5568, 5569, 5356, 5230, 5348, 5834, 5832, 6001, 5836, 5555, 5845, 5247, 5243, 5863, 5219, 5444, 5217, 5429, 5424, 5222, 6228, 5842, 5843, 5451, 5855, 5854]","[0.31674525141716003, 0.2965528666973114, 0.2882137596607208, 0.2697162628173828, 0.2668234705924988, 0.2668234705924988, 0.26370346546173096, 0.2555062472820282, 0.24619323015213013, 0.23741716146469116, 0.23741716146469116, 0.23043525218963623, 0.2299225628376007, 0.21417531371116638, 0.21157991886138916, 0.20858973264694214, 0.20858973264694214, 0.20651304721832275, 0.20197522640228271, 0.19984105229377747, 0.19670309126377106, 0.19594864547252655, 0.18488511443138123, 0.1837920844554901, 0.17193768918514252, 0.1445581018924713, 0.13958707451820374, 0.13035105168819427, 0.09822779893875122, 0.09822779893875122]",-1.2532435655593872,0,30,"[5455 5791 5275 5468 5568 5569 5356 5230 5348 5834 5832 6001 5836 5555
 5845 5247 5243 5863 5219 5444 5217 5429 5424 5222 6228 5842 5843 5451
 5855 5854]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[ 0.10016835  0.10016835  0.04656565  0.04656565  0.04656565  0.04656565
  0.13049567  0.13049567  0.04707921  0.04707921  0.01135266  0.01135266
 -0.04628217 -0.04309332  0.01294243  0.01816523 -0.02965057 -0.02594602
 -0.00188279 -0.00080299  0.        ]","[0.10016835 0.10016835 0.10016835 0.10016835 0.10016835 0.10016835
 0.13049567 0.13049567 0.13049567 0.13049567 0.13049567 0.13049567
 0.13049567 0.13049567 0.13049567 0.13049567 0.13049567 0.13049567
 0.13049567 0.13049567 0.13049567]",0,7593468,597477532,605071000
1,6849,"[6381, 6837, 6835, 6838, 6828, 6831, 6302, 6753, 6547, 6496, 6497, 6730, 6847, 6843, 6824, 6431, 6699, 6469, 6808, 6751, 6298, 6696, 6472, 6815, 6813, 6812, 6796, 6805, 6798, 6817]","[0.23808783292770386, 0.21522170305252075, 0.21522170305252075, 0.21522170305252075, 0.20225441455841064, 0.20225441455841064, 0.1717604398727417, 0.16622373461723328, 0.15512993931770325, 0.153948575258255, 0.153948575258255, 0.14892810583114624, 0.14741885662078857, 0.14741885662078857, 0.14275264739990234, 0.14267951250076294, 0.13161835074424744, 0.12646207213401794, 0.12261532992124557, 0.10736604034900665, 0.09667948633432388, 0.09655511379241943, 0.08950866758823395, 0.08661577105522156, 0.08661577105522156, 0.08661577105522156, 0.08379381895065308, 0.08379381895065308, 0.08379381895065308, 0.07206859439611435]",-0.06147446110844612,0,30,"[6381 6837 6835 6838 6828 6831 6302 6753 6547 6496 6497 6730 6847 6843
 6824 6431 6699 6469 6808 6751 6298 6696 6472 6815 6813 6812 6796 6805
 6798 6817]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[ 0.69069396  0.62207089  0.85163097  0.76990912  0.00297883  0.00297883
  0.0529989   0.0529989  -0.00689812  0.04989615  0.0671454   0.07965114
  0.07786522  0.07786522 -0.00328335  0.02652371 -0.12544534 -0.10224643
  0.18314677  0.22396735  0.        ]","[0.69069396 0.69069396 0.85163097 0.85163097 0.85163097 0.85163097
 0.85163097 0.85163097 0.85163097 0.85163097 0.85163097 0.85163097
 0.85163097 0.85163097 0.85163097 0.85163097 0.85163097 0.85163097
 0.85163097 0.85163097 0.85163097]",0,9365633,9736085,19101718
2,6929,"[5394, 5395, 4203, 5714, 5011, 5993, 5661, 5399, 5396, 6396, 5667, 5033, 5031, 5668, 5656, 5718, 5748, 6329, 5716, 6369, 5403, 5401, 5740, 4342, 4295, 4294, 6376, 4293, 5002, 5405]","[0.22054845094680786, 0.19768835604190826, 0.19594955444335938, 0.17148077487945557, 0.17139780521392822, 0.15654048323631287, 0.15443843603134155, 0.1508503258228302, 0.1508503258228302, 0.14207568764686584, 0.13053157925605774, 0.12036678194999695, 0.12036678194999695, 0.11903154850006104, 0.10198681056499481, 0.08125519007444382, 0.07382461428642273, 0.06901493668556213, 0.06810995191335678, 0.055758051574230194, 0.04772714525461197, 0.04772714525461197, 0.0427522175014019, 0.0404825434088707, 0.03899994492530823, 0.03899994492530823, 0.027020908892154694, 0.026174098253250122, 0.018811307847499847, 0.01411428302526474]",0.3626565933227539,0,30,"[5394 5395 4203 5714 5011 5993 5661 5399 5396 6396 5667 5033 5031 5668
 5656 5718 5748 6329 5716 6369 5403 5401 5740 4342 4295 4294 6376 4293
 5002 5405]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[ 0.13997829  0.13997829  0.24348503  0.24348503  0.24348503  0.24348503
  0.20400524  0.19701213 -0.2195581  -0.21854828 -0.2238019  -0.11828731
 -0.13132696 -0.12953804 -0.12424032 -0.14756511  0.09855902  0.09795839
  0.09574977  0.02099782  0.        ]","[0.13997829 0.13997829 0.24348503 0.24348503 0.24348503 0.24348503
 0.24348503 0.24348503 0.24348503 0.24348503 0.24348503 0.24348503
 0.24348503 0.24348503 0.24348503 0.24348503 0.24348503 0.24348503
 0.24348503 0.24348503 0.24348503]",0,5595635,5953953,11549588
3,6956,"[6761, 6885, 6773, 6543, 6538, 6536, 6550, 6777, 6778, 6776, 6775, 6786, 6533, 6529, 6767, 6765, 6764, 6768, 6770, 6769, 6918, 6919, 6762, 6532, 6530, 6910, 6595, 6783, 6782, 6553]","[0.10807869583368301, 0.07830579578876495, 0.07520980387926102, 0.06936486065387726, 0.06936486065387726, 0.06674972176551819, 0.06476511061191559, 0.05077347904443741, 0.05077347904443741, 0.05077347904443741, 0.05077347904443741, 0.04316608980298042, 0.03679913282394409, 0.035826269537210464, 0.03510966897010803, 0.03510966897010803, 0.03510966897010803, 0.03510966897010803, 0.03510966897010803, 0.03510966897010803, 0.031671568751335144, 0.031671568751335144, 0.027373403310775757, 0.02138689160346985, 0.02138689160346985, 0.018437057733535767, -0.003739491105079651, -0.030261695384979248, -0.030261695384979248, -0.044197045266628265]",-1.212414026260376,0,30,"[6761 6885 6773 6543 6538 6536 6550 6777 6778 6776 6775 6786 6533 6529
 6767 6765 6764 6768 6770 6769 6918 6919 6762 6532 6530 6910 6595 6783
 6782 6553]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[0.20199502 0.20199502 0.20199502 0.20199502 0.17419899 0.17419899
 0.17419899 0.17419899 0.13083172 0.13083172 0.06742787 0.07662988
 0.07662988 0.07662988 0.18025708 0.1660471  0.16512334 0.02042508
 0.01378191 0.01051569 0.        ]","[0.20199502 0.20199502 0.20199502 0.20199502 0.20199502 0.20199502
 0.20199502 0.20199502 0.20199502 0.20199502 0.20199502 0.20199502
 0.20199502 0.20199502 0.20199502 0.20199502 0.20199502 0.20199502
 0.20199502 0.20199502 0.20199502]",0,9505794,9525398,19031192
4,7021,"[6386, 6388, 6334, 6038, 5964, 5940, 6320, 6363, 5751, 5707, 5679, 5749, 5753, 5902, 6393, 6041, 5671, 6068, 5663, 5951, 5747, 5746, 5704, 5777, 6040, 5999, 6339, 5946, 6501, 5703]","[0.23491063714027405, 0.22877061367034912, 0.21662509441375732, 0.20874211192131042, 0.20793721079826355, 0.18145829439163208, 0.1548784375190735, 0.15359406173229218, 0.15265509486198425, 0.1514548361301422, 0.14783921837806702, 0.14253811538219452, 0.14149785041809082, 0.13814020156860352, 0.13656136393547058, 0.13618433475494385, 0.11185199022293091, 0.09103329479694366, 0.08632521331310272, 0.08188678324222565, 0.062217555940151215, 0.062217555940151215, 0.06010284647345543, 0.0578870065510273, 0.04843268170952797, 0.04187939688563347, 0.02805446833372116, 0.00673559308052063, -0.002081751823425293, -0.052040793001651764]",-1.0751118659973145,0,30,"[6386 6388 6334 6038 5964 5940 6320 6363 5751 5707 5679 5749 5753 5902
 6393 6041 5671 6068 5663 5951 5747 5746 5704 5777 6040 5999 6339 5946
 6501 5703]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[-0.37690717 -0.37690717 -0.37690717 -0.37690717 -0.37690717  0.05988836
  0.05988836 -0.22597814  0.07013607  0.05307055  0.13292193  0.12962532
  0.24934793  0.04423988  0.04455805  0.06199801  0.06131315  0.13402653
 -0.05546606 -0.1199975   0.        ]","[-0.37690717 -0.37690717 -0.37690717 -0.37690717 -0.37690717  0.05988836
  0.05988836  0.05988836  0.07013607  0.07013607  0.13292193  0.13292193
  0.24934793  0.24934793  0.24934793  0.24934793  0.24934793  0.24934793
  0.24934793  0.24934793  0.24934793]",0,7933792,7978644,15912436
5,7446,"[3898, 5695, 3818, 3532, 3252, 3078, 5630, 6471, 2557, 5229, 5634, 3066, 6007, 3789, 2569, 4062, 2686, 4811, 3011, 3114, 3454, 4999, 4230, 6377, 3897, 2596, 3068, 2835, 6039, 6476]","[0.20349064469337463, 0.1888439655303955, 0.18518075346946716, 0.18314650654792786, 0.18098139762878418, 0.17942413687705994, 0.17612144351005554, 0.1714116334915161, 0.16652998328208923, 0.1658724546432495, 0.16068702936172485, 0.15817490220069885, 0.1526540219783783, 0.14665371179580688, 0.14197957515716553, 0.1393871158361435, 0.12763331830501556, 0.12505561113357544, 0.11276629567146301, 0.09694499522447586, 0.08971110731363297, 0.08527133613824844, 0.08393524587154388, 0.08383592218160629, 0.06743874400854111, 0.05204157903790474, 0.04737814888358116, 0.04078216850757599, 0.03787235915660858, -0.04088111221790314]",-1.9906764030456543,0,30,"[3898 5695 3818 3532 3252 3078 5630 6471 2557 5229 5634 3066 6007 3789
 2569 4062 2686 4811 3011 3114 3454 4999 4230 6377 3897 2596 3068 2835
 6039 6476]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[-1.12634867 -1.12634867 -1.12634867 -1.12634867 -1.12634867  0.13866329
  0.13143945  0.10605645  0.11076307  0.12444735  0.11586404  0.11586404
  0.12101078  0.14157104  0.14926243  0.15999126  0.18219733  0.18219733
  0.18634605  0.18634605  0.        ]","[-1.12634867 -1.12634867 -1.12634867 -1.12634867 -1.12634867  0.13866329
  0.13866329  0.13866329  0.13866329  0.13866329  0.13866329  0.13866329
  0.13866329  0.14157104  0.14926243  0.15999126  0.18219733  0.18219733
  0.18634605  0.18634605  0.18634605]",0,5009027,4924729,9933756
6,7530,"[7166, 7457, 7461, 7494, 7498, 7467, 7357, 7388, 7443, 7370, 7367, 7368, 7363, 7366, 7227, 7201, 7240, 7500, 7499, 7455, 7449, 7380, 7378, 7376, 7435, 7351, 7409, 7381, 7470, 7486]","[0.2929410934448242, 0.2450123131275177, 0.2450123131275177, 0.231484055519104, 0.231484055519104, 0.21159952878952026, 0.2095373272895813, 0.18845167756080627, 0.1884251832962036, 0.17877686023712158, 0.17877686023712158, 0.17877686023712158, 0.17877686023712158, 0.17877686023712158, 0.17785358428955078, 0.16858723759651184, 0.16687437891960144, 0.1547817885875702, 0.1547817885875702, 0.1412872076034546, 0.1412872076034546, 0.1402001827955246, 0.1402001827955246, 0.1402001827955246, 0.13357171416282654, 0.129494309425354, 0.12366107851266861, 0.0962478443980217, 0.04373735189437866, 0.035555414855480194]",-1.2974039316177368,0,30,"[7166 7457 7461 7494 7498 7467 7357 7388 7443 7370 7367 7368 7363 7366
 7227 7201 7240 7500 7499 7455 7449 7380 7378 7376 7435 7351 7409 7381
 7470 7486]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[-0.23300254 -0.23300254 -0.23300254 -0.23300254 -0.23300254 -0.09402692
 -0.17779636 -0.00897634  0.06520677  0.07555318  0.07555318  0.07555318
  0.10694659  0.10905683  0.11375153  0.08837724  0.06729174  0.26086938
 -0.00757587 -0.00717843  0.        ]","[-0.23300254 -0.23300254 -0.23300254 -0.23300254 -0.23300254 -0.09402692
 -0.09402692 -0.00897634  0.06520677  0.07555318  0.07555318  0.07555318
  0.10694659  0.10905683  0.11375153  0.11375153  0.11375153  0.26086938
  0.26086938  0.26086938  0.26086938]",0,9219504,9263950,18483454
7,7532,"[7166, 7260, 7458, 7314, 7316, 7313, 7463, 7356, 7319, 7320, 7323, 7290, 7389, 7267, 7269, 7365, 7369, 7227, 7229, 7249, 7225, 7450, 7380, 7376, 7435, 7403, 7431, 7274, 7258, 7485]","[0.2929410934448242, 0.2719231843948364, 0.2450123131275177, 0.24214500188827515, 0.24214500188827515, 0.24214500188827515, 0.21159952878952026, 0.2095373272895813, 0.20139136910438538, 0.20139136910438538, 0.20139136910438538, 0.1971510350704193, 0.18845167756080627, 0.18526583909988403, 0.18526583909988403, 0.17877686023712158, 0.17877686023712158, 0.17785358428955078, 0.17785358428955078, 0.1567072868347168, 0.15204602479934692, 0.1412872076034546, 0.1402001827955246, 0.1402001827955246, 0.13357171416282654, 0.12319870293140411, 0.08617671579122543, 0.07805727422237396, 0.07594168186187744, 0.035555414855480194]",-1.5206512212753296,0,30,"[7166 7260 7458 7314 7316 7313 7463 7356 7319 7320 7323 7290 7389 7267
 7269 7365 7369 7227 7229 7249 7225 7450 7380 7376 7435 7403 7431 7274
 7258 7485]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[ 0.30026913  0.18705344  0.19905019  0.22248256 -0.10022652 -0.15980542
  0.00699914  0.00857961 -0.16501606 -0.09615684 -0.06191158 -0.04679835
 -0.04447985 -0.04365051 -0.08108127 -0.08108127 -0.05073845 -0.08220124
 -0.13272977  0.05756521  0.        ]","[0.30026913 0.30026913 0.30026913 0.30026913 0.30026913 0.30026913
 0.30026913 0.30026913 0.30026913 0.30026913 0.30026913 0.30026913
 0.30026913 0.30026913 0.30026913 0.30026913 0.30026913 0.30026913
 0.30026913 0.30026913 0.30026913]",0,9791800,9764327,19556127
8,7651,"[3931, 3867, 3866, 3575, 3574, 3794, 3793, 3792, 3777, 3795, 3796, 3401, 3839, 4005, 3597, 3946, 3944, 3945, 3780, 3856, 3855, 3791, 3837, 3595, 3400, 3952, 3948, 3950, 3781, 3978]","[0.27564796805381775, 0.2102830708026886, 0.2102830708026886, 0.20855653285980225, 0.20855653285980225, 0.20086929202079773, 0.20086929202079773, 0.20086929202079773, 0.19309234619140625, 0.18479788303375244, 0.18479788303375244, 0.18196628987789154, 0.1564381718635559, 0.1515628695487976, 0.11594758182764053, 0.11278282850980759, 0.11278282850980759, 0.11278282850980759, 0.10096566379070282, 0.09027896821498871, 0.09027896821498871, 0.08476245403289795, 0.08363844454288483, 0.07879484444856644, 0.07476615160703659, 0.07013103365898132, 0.07013103365898132, 0.07013103365898132, 0.014899231493473053, 0.006191939115524292]",-2.188311815261841,0,30,"[3931 3867 3866 3575 3574 3794 3793 3792 3777 3795 3796 3401 3839 4005
 3597 3946 3944 3945 3780 3856 3855 3791 3837 3595 3400 3952 3948 3950
 3781 3978]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[-0.20851779 -0.20851779 -0.12901711 -0.38073921 -0.38073921 -0.38073921
 -0.38073921 -0.2079072  -0.19969559 -0.4562     -0.45390213 -0.46126091
 -0.45278859 -0.44686079 -0.38775122 -0.38469076 -0.38191521 -0.14586377
 -0.1155498  -0.16074467  0.        ]","[-0.20851779 -0.20851779 -0.12901711 -0.12901711 -0.12901711 -0.12901711
 -0.12901711 -0.12901711 -0.12901711 -0.12901711 -0.12901711 -0.12901711
 -0.12901711 -0.12901711 -0.12901711 -0.12901711 -0.12901711 -0.12901711
 -0.1155498  -0.1155498   0.        ]",0,6580119,6544284,13124403
9,7695,"[3879, 5081, 4032, 5063, 5806, 7293, 3629, 4499, 4906, 5955, 3611, 7468, 3616, 4024, 6099, 7285, 6752, 3610, 4026, 5378, 7417, 5078, 5077, 5079, 7551, 4986, 7475, 6749, 7423, 7430]","[0.22507703304290771, 0.18525496125221252, 0.17035147547721863, 0.16589856147766113, 0.14483879506587982, 0.13083839416503906, 0.12835614383220673, 0.12538030743598938, 0.1168048083782196, 0.11065419018268585, 0.10804487019777298, 0.10743225365877151, 0.08547549694776535, 0.08523358404636383, 0.08164037019014359, 0.07507632672786713, 0.07224291563034058, 0.06614721566438675, 0.0630924180150032, 0.05569326505064964, 0.05128760635852814, 0.04895484447479248, 0.04895484447479248, 0.04895484447479248, 0.04702861234545708, 0.03997017443180084, 0.03964204341173172, 0.039239849895238876, 0.03287892788648605, 0.022776339203119278]",-1.4405744075775146,0,30,"[3879 5081 4032 5063 5806 7293 3629 4499 4906 5955 3611 7468 3616 4024
 6099 7285 6752 3610 4026 5378 7417 5078 5077 5079 7551 4986 7475 6749
 7423 7430]","[0.   0.05 0.1  0.15 0.2  0.25 0.3  0.35 0.4  0.45 0.5  0.55 0.6  0.65
 0.7  0.75 0.8  0.85 0.9  0.95 1.  ]","[ 1.2918601   1.38282132  1.38282132  1.38282132  1.38282132  1.38282132
  1.38282132  1.38282132  1.38282132  1.38282132 -0.7188462  -0.7188462
 -0.70528829 -0.68975037  0.82853317 -0.79726362 -0.11984944 -0.116135
  0.01791131  0.01008987  0.        ]","[1.2918601  1.38282132 1.38282132 1.38282132 1.38282132 1.38282132
 1.38282132 1.38282132 1.38282132 1.38282132 1.38282132 1.38282132
 1.38282132 1.38282132 1.38282132 1.38282132 1.38282132 1.38282132
 1.38282132 1.38282132 1.38282132]",0,5793379,5555287,11348666
