rollout,runtime,best_reward,num_states
0,0.18401050567626953,1.5773277282714844,31
1,0.3693666458129883,1.5773277282714844,60
2,0.5514063835144043,1.5773277282714844,89
3,0.7366232872009277,1.5773277282714844,118
4,0.9221444129943848,1.5773277282714844,147
5,1.10477614402771,1.5773277282714844,176
6,1.2864603996276855,1.5773277282714844,205
7,1.47121000289917,1.5773277282714844,234
8,1.6552741527557373,1.5773277282714844,263
9,1.840533971786499,1.5773277282714844,292
10,2.0226824283599854,1.5773277282714844,321
11,2.204071521759033,1.5773277282714844,350
12,2.387911319732666,1.5773277282714844,379
13,2.5728237628936768,1.8801674842834473,408
14,2.755448341369629,1.8801674842834473,437
15,2.9367456436157227,1.8801674842834473,466
16,3.118851900100708,1.8801674842834473,495
17,3.3015973567962646,1.8801674842834473,524
18,3.4848997592926025,1.8801674842834473,553
19,3.6687262058258057,1.8801674842834473,582
20,3.8540430068969727,1.8801674842834473,611
21,4.035489082336426,1.8801674842834473,640
22,4.220517635345459,1.8801674842834473,669
23,4.402412414550781,1.8801674842834473,698
24,4.5847837924957275,1.8801674842834473,727
25,4.770862579345703,1.8801674842834473,756
26,4.952303171157837,1.8801674842834473,785
27,5.134274482727051,1.8801674842834473,814
28,5.316012620925903,1.8801674842834473,843
29,5.497450828552246,1.8801674842834473,872
30,5.585950613021851,1.8801674842834473,872
31,5.76874566078186,1.8801674842834473,899
32,5.949191570281982,1.8801674842834473,926
33,6.128053665161133,1.8801674842834473,953
34,6.310362339019775,1.8801674842834473,980
35,6.489435911178589,1.8801674842834473,1007
36,6.668215990066528,1.8801674842834473,1034
37,6.849164724349976,1.8801674842834473,1061
38,7.030049085617065,1.8801674842834473,1088
39,7.211358547210693,1.8801674842834473,1115
40,7.390308618545532,1.8801674842834473,1142
41,7.568091869354248,1.8801674842834473,1169
42,7.748297929763794,1.8801674842834473,1196
43,7.929045915603638,1.8801674842834473,1223
44,8.107844352722168,1.8801674842834473,1250
45,8.285050630569458,1.8801674842834473,1277
46,8.464201211929321,1.8801674842834473,1304
47,8.64278244972229,1.8801674842834473,1331
48,8.821086406707764,1.8801674842834473,1358
49,8.999129056930542,1.8801674842834473,1385
50,9.178975582122803,1.8801674842834473,1412
51,9.355669498443604,1.8801674842834473,1439
52,9.535183429718018,1.8801674842834473,1466
53,9.711537599563599,1.8801674842834473,1493
54,9.888712882995605,1.8801674842834473,1520
55,10.068203449249268,1.8801674842834473,1547
56,10.244757890701294,1.8801674842834473,1574
57,10.421225547790527,1.8801674842834473,1601
58,10.597127676010132,1.8801674842834473,1628
59,10.77308988571167,1.8801674842834473,1655
60,10.948482275009155,1.8801674842834473,1681
61,11.042795896530151,1.8801674842834473,1681
62,11.223586559295654,1.8801674842834473,1707
63,11.402429580688477,1.8801674842834473,1734
64,11.584508180618286,1.8801674842834473,1761
65,11.760093450546265,1.8801674842834473,1788
66,11.935156106948853,1.8801674842834473,1815
67,12.113003969192505,1.8801674842834473,1842
68,12.290761709213257,1.8801674842834473,1869
69,12.469186067581177,1.8801674842834473,1896
70,12.644971132278442,1.8801674842834473,1923
71,12.819334983825684,1.8801674842834473,1950
72,12.996184587478638,1.8801674842834473,1977
73,13.17387866973877,1.8801674842834473,2004
74,13.349758386611938,1.8801674842834473,2031
75,13.524214029312134,1.8801674842834473,2058
76,13.700068235397339,1.8801674842834473,2085
77,13.87566328048706,1.8801674842834473,2112
78,14.051039934158325,1.8801674842834473,2139
79,14.226444959640503,1.8801674842834473,2166
80,14.403847217559814,1.8801674842834473,2193
81,14.577967643737793,1.8801674842834473,2220
82,14.75499963760376,1.8801674842834473,2247
83,14.928707122802734,1.8801674842834473,2274
84,15.10312819480896,1.8801674842834473,2301
85,15.279865980148315,1.8801674842834473,2328
86,15.453484296798706,1.8801674842834473,2355
87,15.627070903778076,1.8801674842834473,2382
88,15.800774097442627,1.8801674842834473,2409
89,15.974224328994751,1.8801674842834473,2436
