rollout,runtime,best_reward,num_states
0,0.16166329383850098,2.712919235229492,31
1,0.3239114284515381,2.712919235229492,60
2,0.4865264892578125,2.712919235229492,89
3,0.6492526531219482,2.712919235229492,118
4,0.809622049331665,2.712919235229492,147
5,0.9718437194824219,2.712919235229492,176
6,1.1321284770965576,2.712919235229492,205
7,1.2936599254608154,2.712919235229492,234
8,1.4556000232696533,2.712919235229492,263
9,1.615541696548462,2.712919235229492,292
10,1.776883602142334,2.712919235229492,321
11,1.9381463527679443,2.712919235229492,350
12,2.0993359088897705,2.712919235229492,379
13,2.2603747844696045,2.712919235229492,408
14,2.421983003616333,2.712919235229492,437
15,2.5833818912506104,2.712919235229492,466
16,2.74389910697937,2.712919235229492,495
17,2.903491258621216,2.712919235229492,524
18,3.0649662017822266,2.712919235229492,553
19,3.2254364490509033,2.712919235229492,582
20,3.385852336883545,2.712919235229492,611
21,3.545044422149658,2.712919235229492,640
22,3.7061145305633545,2.712919235229492,669
23,3.8667986392974854,2.712919235229492,698
24,4.026122808456421,2.712919235229492,727
25,4.187278747558594,2.712919235229492,756
26,4.347948789596558,2.712919235229492,785
27,4.507246494293213,2.712919235229492,814
28,4.666629076004028,2.712919235229492,843
29,4.825737714767456,2.712919235229492,872
30,4.915013551712036,2.712919235229492,872
31,5.075290679931641,2.712919235229492,899
32,5.235593795776367,2.712919235229492,926
33,5.395828485488892,2.712919235229492,953
34,5.554312705993652,2.712919235229492,980
35,5.714219808578491,2.712919235229492,1007
36,5.872424125671387,2.712919235229492,1034
37,6.033028841018677,2.712919235229492,1061
38,6.192798852920532,2.712919235229492,1088
39,6.3505096435546875,2.712919235229492,1115
40,6.509562015533447,2.712919235229492,1142
41,6.668497085571289,2.712919235229492,1169
42,6.8271424770355225,2.712919235229492,1196
43,6.985424995422363,2.712919235229492,1223
44,7.144649982452393,2.712919235229492,1250
45,7.302657127380371,2.712919235229492,1277
46,7.460609197616577,2.712919235229492,1304
47,7.617442607879639,2.712919235229492,1331
48,7.775639295578003,2.712919235229492,1358
49,7.933570623397827,2.712919235229492,1385
50,8.090991020202637,2.712919235229492,1412
51,8.246848583221436,2.712919235229492,1439
52,8.40434455871582,2.712919235229492,1466
53,8.561942338943481,2.712919235229492,1493
54,8.717535018920898,2.712919235229492,1520
55,8.874635934829712,2.712919235229492,1547
56,9.031341552734375,2.712919235229492,1574
57,9.186466217041016,2.712919235229492,1601
58,9.341532230377197,2.712919235229492,1628
59,9.496478796005249,2.712919235229492,1655
60,9.653129577636719,2.712919235229492,1681
61,9.7477126121521,2.712919235229492,1681
62,9.908434867858887,2.712919235229492,1707
63,10.06876802444458,2.712919235229492,1734
64,10.227788209915161,2.712919235229492,1761
65,10.387872695922852,2.712919235229492,1788
66,10.546426773071289,2.712919235229492,1815
67,10.706201553344727,2.712919235229492,1842
68,10.86622428894043,2.712919235229492,1869
69,11.024428367614746,2.712919235229492,1896
70,11.183789730072021,2.712919235229492,1923
71,11.342817783355713,2.712919235229492,1950
72,11.501718997955322,2.712919235229492,1977
73,11.66054368019104,2.712919235229492,2004
74,11.82011079788208,2.712919235229492,2031
